words,answer,commonness,familiar,recognized
onery,0,0.125,0.24,0.17
onion,1,0.993,2.99,0.99
onium,0,0.167,0.22,0.26
onkos,0,0.06,0.06,0.1
onlay,0,0.352,0.94,0.39
onset,1,0.582,1.48,0.67
ontal,0,0.127,0.28,0.16
onymy,0,0.108,0.17,0.16
oolak,0,0.072,0.1,0.11
oolly,0,0.228,0.5,0.29
oopak,0,0.085,0.12,0.13
oopod,0,0.093,0.17,0.13
ootid,0,0.083,0.14,0.12
opera,1,0.807,1.99,0.95
ophic,0,0.087,0.13,0.13
opine,1,0.742,1.9,0.85
opium,1,0.658,1.58,0.79
optic,1,0.74,1.8,0.88
orach,0,0.103,0.14,0.16
orage,0,0.172,0.37,0.22
orang,0,0.335,0.87,0.38
orant,0,0.105,0.18,0.15
orary,0,0.167,0.28,0.24
orate,0,0.547,1.33,0.65
orbed,0,0.368,1.01,0.4
orbic,0,0.113,0.2,0.16
orbit,1,0.822,2.08,0.95
orcin,0,0.063,0.08,0.1
order,1,0.995,3.0,0.99
oread,0,0.117,0.25,0.15
organ,1,0.93,2.67,0.97
orgia,0,0.39,0.87,0.49
orgic,0,0.202,0.43,0.26
orgue,0,0.255,0.63,0.3
oribi,0,0.095,0.24,0.11
oriel,0,0.282,0.85,0.28
orlet,0,0.122,0.19,0.18
orlop,0,0.088,0.11,0.14
ormer,0,0.19,0.42,0.24
ornis,0,0.102,0.13,0.16
orris,0,0.153,0.32,0.2
orsel,0,0.075,0.09,0.12
ortet,0,0.092,0.13,0.14
ortho,0,0.347,0.82,0.42
oscin,0,0.053,0.05,0.09
osela,0,0.075,0.12,0.11
oshac,0,0.077,0.1,0.12
oside,0,0.173,0.47,0.19
osier,0,0.143,0.35,0.17
osmic,0,0.567,1.54,0.62
osmin,0,0.143,0.32,0.18
osone,0,0.187,0.46,0.22
ossal,0,0.077,0.1,0.12
otary,0,0.147,0.22,0.22
otate,0,0.125,0.27,0.16
other,1,0.985,2.97,0.98
otkon,0,0.05,0.06,0.08
ottar,0,0.1,0.18,0.14
otter,1,0.818,2.0,0.97
ouabe,0,0.053,0.11,0.07
ought,1,0.9,2.49,0.97
oukia,0,0.14,0.36,0.16
oulap,0,0.077,0.16,0.1
ounce,1,0.87,2.34,0.96
ounds,0,0.522,1.6,0.51
ouphe,0,0.117,0.22,0.16
ourie,0,0.122,0.25,0.16
outby,0,0.197,0.43,0.25
outdo,1,0.617,1.69,0.67
outed,0,0.78,2.01,0.89
outen,0,0.42,1.2,0.44
outer,1,0.953,2.81,0.97
outgo,1,0.75,1.86,0.88
outly,0,0.19,0.39,0.25
outre,0,0.455,1.11,0.54
ouzel,0,0.112,0.22,0.15
ovant,0,0.155,0.36,0.19
ovary,1,0.727,1.78,0.86
ovate,1,0.365,0.99,0.4
overt,1,0.788,2.03,0.9
ovest,0,0.38,0.84,0.48
ovile,0,0.08,0.15,0.11
ovine,1,0.178,0.56,0.17
ovism,0,0.047,0.04,0.08
ovist,0,0.068,0.08,0.11
ovoid,1,0.252,0.7,0.27
ovolo,0,0.087,0.1,0.14
ovule,0,0.353,1.01,0.37
owght,0,0.645,1.47,0.8
owing,1,0.918,2.66,0.95
owler,0,0.777,1.84,0.94
owlet,0,0.562,1.3,0.69
owner,1,0.972,2.89,0.98
owsen,0,0.142,0.28,0.19
owser,0,0.217,0.58,0.24
oxane,0,0.075,0.06,0.13
oxbow,0,0.477,1.24,0.54
oxboy,0,0.352,0.82,0.43
oxeye,0,0.363,0.83,0.45
oxfly,0,0.212,0.4,0.29
oxide,1,0.673,1.58,0.82
oxime,0,0.093,0.14,0.14
oxlip,0,0.12,0.21,0.17
oxman,0,0.293,0.68,0.36
oxter,0,0.158,0.26,0.23
ozena,0,0.057,0.07,0.09
ozone,1,0.762,1.9,0.89
paauw,0,0.043,0.05,0.07
pablo,0,0.692,1.66,0.83
pacay,0,0.077,0.13,0.11
paced,0,0.828,2.24,0.91
pacer,0,0.708,1.88,0.79
paddy,1,0.767,1.9,0.9
padge,0,0.198,0.41,0.26
padle,0,0.817,2.11,0.93
padre,0,0.537,1.57,0.55
paean,0,0.172,0.49,0.18
paeon,0,0.132,0.28,0.17
pagan,1,0.757,1.84,0.9
pager,0,0.67,1.59,0.81
pagus,0,0.077,0.1,0.12
pahmi,0,0.047,0.07,0.07
paint,1,0.995,3.0,0.99
paisa,0,0.29,0.75,0.33
palar,0,0.18,0.48,0.2
palas,0,0.19,0.45,0.23
palay,0,0.105,0.18,0.15
palch,0,0.07,0.12,0.1
palea,0,0.075,0.09,0.12
paled,0,0.837,2.2,0.94
paler,1,0.915,2.64,0.95
palet,0,0.27,0.6,0.34
palla,0,0.147,0.31,0.19
palli,0,0.17,0.39,0.21
pally,0,0.748,1.91,0.86
palma,0,0.547,1.39,0.63
palmo,0,0.388,0.92,0.47
palmy,0,0.453,1.07,0.55
palpi,0,0.125,0.21,0.18
palsy,1,0.505,1.17,0.62
palus,0,0.138,0.26,0.19
panax,0,0.16,0.36,0.2
panda,0,0.89,2.4,0.98
pandy,0,0.287,0.7,0.34
paned,0,0.403,1.04,0.46
panel,1,0.943,2.75,0.97
pangi,0,0.09,0.18,0.12
panic,1,0.958,2.81,0.98
panne,0,0.182,0.4,0.23
panse,0,0.15,0.3,0.2
pansy,1,0.773,1.94,0.9
panto,0,0.532,1.45,0.58
pants,0,0.995,3.0,0.99
panty,0,0.943,2.75,0.97
paolo,0,0.48,1.11,0.59
papal,1,0.708,1.73,0.84
papaw,0,0.502,1.24,0.59
paper,1,0.995,3.0,0.99
papey,0,0.108,0.2,0.15
pappi,0,0.257,0.64,0.3
pappy,0,0.768,1.88,0.91
papyr,0,0.335,0.72,0.43
parah,0,0.108,0.23,0.14
param,0,0.462,1.18,0.53
parao,0,0.24,0.69,0.25
parch,0,0.653,1.64,0.76
pardo,0,0.18,0.45,0.21
parel,0,0.107,0.25,0.13
paren,0,0.43,1.05,0.51
parer,1,0.517,1.45,0.55
parge,0,0.137,0.25,0.19
pargo,0,0.125,0.3,0.15
parka,1,0.74,1.95,0.83
parky,0,0.425,1.17,0.46
parle,0,0.277,0.73,0.31
parly,0,0.405,0.9,0.51
parma,0,0.485,1.29,0.54
parol,0,0.292,0.88,0.29
parry,1,0.683,1.67,0.81
parse,1,0.577,1.36,0.7
parto,0,0.208,0.53,0.24
party,1,0.993,2.99,0.99
pasan,0,0.122,0.25,0.16
pasha,0,0.397,1.09,0.43
pashm,0,0.125,0.39,0.12
pasmo,0,0.042,0.04,0.07
passe,0,0.423,1.25,0.43
passo,0,0.278,0.8,0.29
pasta,1,0.937,2.71,0.97
paste,1,0.987,2.98,0.98
pasty,1,0.748,1.85,0.88
pasul,0,0.093,0.17,0.13
patao,0,0.108,0.2,0.15
patas,0,0.245,0.51,0.32
patch,1,0.903,2.54,0.96
patel,0,0.538,1.4,0.61
paten,0,0.237,0.58,0.28
pater,0,0.248,0.56,0.31
pathy,0,0.322,0.73,0.4
patio,1,0.84,2.22,0.94
patly,0,0.13,0.24,0.18
patsy,1,0.663,1.7,0.76
patta,0,0.16,0.39,0.19
patte,0,0.275,0.99,0.22
pattu,0,0.103,0.26,0.12
patty,1,0.913,2.6,0.96
pause,1,0.98,2.94,0.98
pauxi,0,0.058,0.11,0.08
pavan,0,0.215,0.63,0.22
paver,0,0.637,1.72,0.7
pavid,0,0.115,0.24,0.15
pavis,0,0.11,0.18,0.16
pawer,0,0.512,1.24,0.61
pawky,0,0.378,1.07,0.4
payed,0,0.505,1.08,0.65
payee,1,0.583,1.61,0.63
payer,1,0.767,1.96,0.88
payor,0,0.328,0.86,0.37
peace,1,0.988,2.96,0.99
peach,1,0.93,2.64,0.98
peage,0,0.128,0.23,0.18
peaky,0,0.68,1.74,0.78
pearl,1,0.872,2.32,0.97
peart,0,0.548,1.13,0.72
peasy,0,0.305,0.66,0.39
peaty,0,0.545,1.38,0.63
peavy,0,0.172,0.34,0.23
pecan,1,0.717,1.78,0.84
pecht,0,0.1,0.24,0.12
pecky,0,0.652,1.63,0.76
pedal,1,0.867,2.32,0.96
pedee,0,0.112,0.19,0.16
pedes,0,0.155,0.3,0.21
pedro,0,0.652,1.57,0.78
pedum,0,0.045,0.03,0.08
peele,0,0.613,1.52,0.72
peeoy,0,0.072,0.16,0.09
peepy,0,0.66,1.65,0.77
peery,0,0.17,0.33,0.23
peeve,0,0.67,1.71,0.77
peggy,0,0.822,2.08,0.95
peine,0,0.135,0.27,0.18
peise,0,0.148,0.23,0.22
pekan,0,0.192,0.7,0.15
pekin,0,0.63,1.44,0.78
pekoe,0,0.228,0.62,0.25
pelon,0,0.198,0.5,0.23
pelta,0,0.118,0.23,0.16
penal,1,0.693,1.7,0.82
pence,1,0.887,2.44,0.96
penda,0,0.265,0.75,0.28
pengo,0,0.2,0.45,0.25
penis,0,0.842,2.14,0.97
penna,0,0.357,0.97,0.39
penne,1,0.732,1.96,0.81
penni,0,0.29,0.66,0.36
penny,1,0.975,2.91,0.98
pensy,0,0.322,0.76,0.39
penta,0,0.387,1.03,0.43
peony,0,0.575,1.41,0.68
peppy,0,0.757,1.9,0.88
perch,1,0.745,1.86,0.87
perdu,0,0.162,0.37,0.2
peres,0,0.237,0.55,0.29
peril,1,0.668,1.55,0.82
perit,0,0.2,0.39,0.27
perky,1,0.74,1.92,0.84
perle,0,0.48,0.96,0.64
perry,0,0.703,1.73,0.83
perse,0,0.222,0.52,0.27
perty,0,0.173,0.41,0.21
pesky,1,0.797,2.02,0.92
peste,0,0.285,0.75,0.32
pesto,1,0.758,1.94,0.87
petal,1,0.853,2.24,0.96
peter,0,0.923,2.6,0.98
petit,0,0.368,0.98,0.41
petre,0,0.31,0.69,0.39
petty,1,0.822,2.11,0.94
peuhl,0,0.067,0.07,0.11
pewee,0,0.275,0.69,0.32
pewit,0,0.243,0.59,0.29
pfund,0,0.412,1.0,0.49
phage,0,0.162,0.4,0.19
phano,0,0.088,0.14,0.13
phare,0,0.248,0.77,0.24
phase,1,0.857,2.29,0.95
phasm,0,0.168,0.44,0.19
pheal,0,0.1,0.15,0.15
phene,0,0.158,0.23,0.24
pheon,0,0.168,0.26,0.25
phial,0,0.238,0.53,0.3
phoby,0,0.302,0.7,0.37
phoca,0,0.085,0.12,0.13
phone,1,0.988,2.99,0.98
phono,0,0.378,0.98,0.43
phony,1,0.857,2.26,0.96
phose,0,0.145,0.3,0.19
photo,1,0.97,2.88,0.98
phyla,0,0.272,0.76,0.29
phyle,0,0.105,0.15,0.16
phyma,0,0.058,0.08,0.09
piaba,0,0.048,0.05,0.08
piano,1,0.92,2.58,0.98
pical,0,0.182,0.46,0.21
pichi,0,0.14,0.36,0.16
picky,1,0.917,2.62,0.96
picot,0,0.148,0.29,0.2
picra,0,0.063,0.11,0.09
picul,0,0.06,0.06,0.1
pidan,0,0.11,0.27,0.13
piece,1,0.995,3.0,0.99
piend,0,0.108,0.2,0.15
piety,1,0.6,1.44,0.72
piezo,0,0.213,0.56,0.24
piggy,1,0.903,2.51,0.97
pigly,0,0.278,0.59,0.36
piked,0,0.7,1.86,0.78
pikel,0,0.23,0.6,0.26
piker,0,0.582,1.51,0.66
pikey,0,0.317,0.85,0.35
pikle,0,0.928,2.66,0.97
pilar,0,0.668,1.7,0.77
pilau,0,0.322,1.06,0.29
pilch,0,0.218,0.56,0.25
piled,0,0.897,2.53,0.95
piler,0,0.518,1.16,0.65
piles,0,0.812,2.05,0.94
pilin,0,0.107,0.22,0.14
pilmy,0,0.053,0.08,0.08
pilon,0,0.192,0.49,0.22
pilot,1,0.9,2.46,0.98
pilum,0,0.102,0.19,0.14
pilus,0,0.168,0.32,0.23
pinax,0,0.055,0.06,0.09
pinch,1,0.95,2.79,0.97
pinda,0,0.087,0.16,0.12
pindy,0,0.155,0.3,0.21
pined,0,0.752,1.93,0.86
piner,0,0.29,0.66,0.36
piney,1,0.538,1.16,0.69
pinic,0,0.195,0.45,0.24
pinky,1,0.878,2.39,0.96
pinna,0,0.2,0.48,0.24
pinny,0,0.3,0.84,0.32
pinon,0,0.318,0.92,0.33
pinta,0,0.43,1.29,0.43
pinte,0,0.233,0.65,0.25
pinto,1,0.602,1.69,0.64
pinyl,0,0.073,0.11,0.11
pious,0,0.415,1.14,0.45
pipal,0,0.162,0.37,0.2
piped,0,0.768,2.0,0.87
piper,1,0.79,2.04,0.9
pipet,0,0.68,1.53,0.85
pipit,0,0.225,0.63,0.24
pippy,0,0.398,1.07,0.44
pique,1,0.44,1.26,0.46
pirny,0,0.077,0.1,0.12
pirol,0,0.098,0.17,0.14
pisay,0,0.092,0.19,0.12
pisco,0,0.273,0.83,0.27
pishu,0,0.083,0.2,0.1
pisky,0,0.27,0.69,0.31
pitau,0,0.062,0.13,0.08
pitch,1,0.925,2.64,0.97
pithy,1,0.475,1.26,0.53
piuri,0,0.058,0.08,0.09
pivot,1,0.812,2.11,0.92
pixel,1,0.89,2.46,0.96
pixie,1,0.755,1.86,0.89
pizza,1,0.987,2.95,0.99
place,1,0.995,3.0,0.99
plack,0,0.252,0.55,0.32
plaga,0,0.163,0.44,0.18
plage,0,0.212,0.52,0.25
plaid,1,0.808,2.0,0.95
plain,1,0.977,2.92,0.98
plait,1,0.645,1.68,0.73
plane,1,0.978,2.93,0.98
plang,0,0.212,0.49,0.26
plank,1,0.875,2.37,0.96
plant,1,0.995,3.0,0.99
plash,0,0.532,1.45,0.58
plasm,0,0.228,0.41,0.32
plass,0,0.643,1.79,0.69
plate,1,0.995,3.0,0.99
platy,0,0.33,0.84,0.38
plaud,0,0.208,0.53,0.24
playa,0,0.508,1.43,0.54
plaza,1,0.773,2.03,0.87
plead,1,0.8,2.01,0.93
pleat,1,0.533,1.49,0.57
plebe,0,0.195,0.51,0.22
plebs,0,0.39,1.05,0.43
pleck,0,0.145,0.33,0.18
pleny,0,0.118,0.2,0.17
pleon,0,0.113,0.23,0.15
plica,0,0.137,0.34,0.16
plied,1,0.675,1.71,0.78
plier,1,0.788,2.0,0.91
plies,0,0.857,2.44,0.9
ploat,0,0.19,0.45,0.23
ploce,0,0.072,0.1,0.11
plock,0,0.117,0.28,0.14
plomb,0,0.232,0.67,0.24
plook,0,0.127,0.28,0.16
plote,0,0.493,1.19,0.59
plouk,0,0.08,0.12,0.12
plout,0,0.3,0.72,0.36
pluck,1,0.823,2.09,0.95
pluff,0,0.317,0.88,0.34
pluma,0,0.283,0.8,0.3
plumb,1,0.777,1.96,0.9
plume,1,0.717,1.69,0.87
plump,1,0.812,2.05,0.94
plumy,0,0.582,1.39,0.7
plunk,1,0.647,1.6,0.76
plush,1,0.815,2.1,0.93
plyer,0,0.607,1.48,0.72
poach,0,0.783,2.0,0.9
pobby,0,0.755,1.77,0.92
poche,0,0.328,0.8,0.39
pocky,0,0.317,0.97,0.31
podal,0,0.14,0.27,0.19
poddy,0,0.812,2.05,0.94
podex,0,0.197,0.52,0.22
podge,0,0.435,1.35,0.42
podgy,0,0.502,1.36,0.55
poesy,1,0.697,1.54,0.88
pogge,0,0.167,0.43,0.19
poggy,0,0.243,0.59,0.29
pohna,0,0.075,0.15,0.1
poilu,0,0.05,0.06,0.08
poind,0,0.265,0.57,0.34
point,1,0.988,2.99,0.98
poise,1,0.668,1.67,0.78
poked,0,0.937,2.71,0.97
poker,1,0.87,2.28,0.98
pokey,0,0.442,1.06,0.53
polar,1,0.838,2.15,0.96
poler,0,0.287,0.64,0.36
poley,0,0.377,0.97,0.43
polio,0,0.69,1.68,0.82
polis,0,0.422,1.09,0.48
polka,1,0.687,1.66,0.82
polos,0,0.618,1.7,0.67
polyp,1,0.53,1.41,0.59
pombe,0,0.093,0.17,0.13
pombo,0,0.108,0.23,0.14
pomey,0,0.095,0.15,0.14
pomme,0,0.372,0.91,0.44
pommy,0,0.373,0.92,0.44
pompa,0,0.25,0.72,0.26
ponce,0,0.303,0.8,0.34
pondy,0,0.265,0.69,0.3
poney,0,0.658,1.55,0.8
ponga,0,0.252,0.85,0.22
ponja,0,0.073,0.14,0.1
ponto,0,0.158,0.32,0.21
pooch,1,0.8,1.98,0.94
pooka,0,0.133,0.26,0.18
pooli,0,0.21,0.54,0.24
pooly,0,0.262,0.52,0.35
popal,0,0.11,0.21,0.15
poppa,0,0.743,1.91,0.85
poppy,1,0.84,2.13,0.97
poral,0,0.132,0.25,0.18
porch,1,0.93,2.67,0.97
pored,0,0.772,2.17,0.82
porer,0,0.285,0.57,0.38
porge,0,0.57,1.44,0.66
porgy,0,0.4,1.11,0.43
porky,0,0.702,1.72,0.83
poros,0,0.233,0.62,0.26
porry,0,0.17,0.33,0.23
porta,0,0.29,0.72,0.34
porto,0,0.562,1.42,0.65
porty,0,0.208,0.44,0.27
porus,0,0.417,1.27,0.41
posca,0,0.148,0.35,0.18
poser,1,0.812,2.08,0.93
posey,0,0.427,1.09,0.49
posit,1,0.492,1.24,0.57
posse,1,0.69,1.65,0.83
potch,0,0.172,0.4,0.21
poter,0,0.413,0.92,0.52
potoo,0,0.108,0.26,0.13
potto,0,0.277,0.67,0.33
potty,0,0.838,2.12,0.97
pouce,0,0.28,0.66,0.34
pouch,1,0.87,2.37,0.95
poulp,0,0.15,0.24,0.22
poult,0,0.472,1.18,0.55
pound,1,0.975,2.91,0.98
pouty,1,0.732,1.84,0.85
power,1,0.995,3.0,0.99
poyou,0,0.048,0.08,0.07
praam,0,0.135,0.33,0.16
prana,0,0.25,0.81,0.23
prank,1,0.897,2.47,0.97
prase,0,0.275,0.63,0.34
prate,0,0.46,1.23,0.51
prawn,1,0.787,2.02,0.9
praya,0,0.157,0.31,0.21
preen,1,0.65,1.71,0.73
press,1,0.993,2.99,0.99
prest,0,0.357,0.79,0.45
prexy,0,0.375,0.99,0.42
price,1,0.995,3.0,0.99
prich,0,0.115,0.21,0.16
prick,1,0.84,2.22,0.94
pride,1,0.973,2.87,0.99
pridy,0,0.112,0.19,0.16
pried,1,0.64,1.71,0.71
prier,0,0.335,0.99,0.34
prill,0,0.135,0.24,0.19
prima,0,0.43,1.2,0.46
prime,1,0.942,2.74,0.97
primo,1,0.373,0.95,0.43
primp,0,0.505,1.35,0.56
primy,0,0.195,0.42,0.25
prine,0,0.243,0.53,0.31
prink,0,0.168,0.32,0.23
print,1,0.988,2.96,0.99
prion,0,0.328,1.01,0.32
prior,1,0.843,2.21,0.95
prism,1,0.748,1.82,0.89
priss,0,0.528,1.34,0.61
prius,0,0.7,1.86,0.78
privy,1,0.512,1.24,0.61
prize,1,0.952,2.77,0.98
proal,0,0.088,0.17,0.12
probe,1,0.813,2.09,0.93
proem,0,0.125,0.33,0.14
proke,0,0.138,0.26,0.19
prone,1,0.758,1.91,0.88
prong,1,0.772,1.99,0.88
proof,1,0.972,2.89,0.98
props,0,0.877,2.47,0.93
prore,0,0.152,0.37,0.18
prose,1,0.788,1.97,0.92
proso,0,0.175,0.39,0.22
pross,0,0.177,0.37,0.23
prosy,0,0.14,0.27,0.19
prote,0,0.235,0.6,0.27
proto,0,0.29,0.72,0.34
proud,1,0.98,2.94,0.98
prove,1,0.968,2.87,0.98
prowl,1,0.735,1.86,0.85
proxy,1,0.693,1.85,0.77
prude,1,0.718,1.79,0.84
prune,1,0.797,1.99,0.93
prunt,0,0.11,0.24,0.14
pryer,0,0.332,0.79,0.4
pryse,0,0.205,0.51,0.24
psalm,1,0.618,1.43,0.76
pshaw,0,0.502,1.3,0.57
psoas,0,0.055,0.06,0.09
psora,0,0.07,0.06,0.12
psych,0,0.71,1.83,0.81
pubal,0,0.105,0.18,0.15
pubes,0,0.793,1.97,0.93
pubic,1,0.775,1.92,0.91
pubis,0,0.235,0.66,0.25
pucka,0,0.167,0.43,0.19
puddy,0,0.807,2.05,0.93
pudge,0,0.688,1.7,0.81
pudgy,1,0.688,1.79,0.78
pudic,0,0.108,0.2,0.15
pudsy,0,0.238,0.53,0.3
puffy,1,0.862,2.32,0.95
puggi,0,0.205,0.54,0.23
puggy,0,0.782,1.96,0.91
pugil,0,0.133,0.29,0.17
puist,0,0.095,0.27,0.1
puker,0,0.612,1.51,0.72
pukka,0,0.398,1.19,0.4
puler,0,0.185,0.36,0.25
pulka,0,0.105,0.21,0.14
pulli,0,0.198,0.44,0.25
pulpy,1,0.737,1.93,0.83
pulse,1,0.948,2.75,0.98
punch,1,0.968,2.87,0.98
punct,0,0.298,0.71,0.36
punga,0,0.173,0.47,0.19
pungi,0,0.128,0.29,0.16
punky,0,0.625,1.59,0.72
punta,0,0.315,0.75,0.38
punti,0,0.177,0.4,0.22
punto,0,0.29,0.66,0.36
punty,0,0.193,0.41,0.25
pupal,0,0.217,0.55,0.25
pupil,1,0.87,2.34,0.96
puppy,1,0.972,2.89,0.98
purdy,0,0.338,0.77,0.42
pured,0,0.638,1.76,0.69
puree,1,0.732,1.9,0.83
purer,1,0.872,2.41,0.94
purga,0,0.18,0.39,0.23
purge,1,0.802,2.02,0.93
purre,0,0.273,0.47,0.39
purry,0,0.855,2.34,0.93
purse,1,0.975,2.91,0.98
pursy,0,0.608,1.49,0.72
pushy,1,0.847,2.26,0.94
pussy,0,0.847,2.2,0.96
putid,0,0.112,0.16,0.17
putty,1,0.772,1.9,0.91
pyche,0,0.083,0.11,0.13
pygal,0,0.065,0.09,0.1
pygmy,1,0.61,1.41,0.75
pylar,0,0.347,1.09,0.33
pylic,0,0.08,0.12,0.12
pylon,0,0.567,1.54,0.62
pyoid,0,0.073,0.11,0.11
pyral,0,0.13,0.24,0.18
pyran,0,0.133,0.29,0.17
pyrex,0,0.658,1.73,0.74
pyxie,0,0.498,1.22,0.59
pyxis,0,0.08,0.12,0.12
quack,1,0.877,2.35,0.97
quaff,0,0.398,1.07,0.44
quail,1,0.585,1.38,0.71
quake,1,0.863,2.27,0.97
quaky,0,0.437,1.09,0.51
quale,0,0.157,0.37,0.19
qualm,1,0.488,1.34,0.53
quant,0,0.465,1.29,0.5
quare,0,0.223,0.56,0.26
quark,1,0.427,1.12,0.48
quarl,0,0.145,0.24,0.21
quart,1,0.86,2.31,0.95
quash,1,0.545,1.35,0.64
quasi,1,0.493,1.28,0.56
quata,0,0.077,0.13,0.11
quauk,0,0.107,0.25,0.13
quave,0,0.107,0.28,0.12
quawk,0,0.282,0.67,0.34
qubba,0,0.08,0.15,0.11
queak,0,0.825,2.16,0.93
queal,0,0.127,0.22,0.18
quean,0,0.243,0.56,0.3
queen,1,0.952,2.74,0.99
queer,1,0.855,2.28,0.95
queet,0,0.125,0.21,0.18
quegh,0,0.048,0.02,0.09
quell,1,0.543,1.4,0.62
queme,0,0.07,0.12,0.1
querl,0,0.082,0.1,0.13
quern,0,0.078,0.11,0.12
query,1,0.77,1.92,0.9
quest,1,0.835,2.16,0.95
queue,1,0.877,2.47,0.93
quica,0,0.088,0.17,0.12
quick,1,0.995,3.0,0.99
quiet,1,0.988,2.99,0.98
quiff,0,0.457,1.27,0.49
quila,0,0.225,0.6,0.25
quill,1,0.63,1.32,0.82
quilt,1,0.818,2.06,0.95
quina,0,0.173,0.38,0.22
quink,0,0.183,0.44,0.22
quint,0,0.465,1.2,0.53
quipo,0,0.08,0.15,0.11
quipu,0,0.132,0.34,0.15
quira,0,0.08,0.15,0.11
quire,0,0.175,0.39,0.22
quirk,1,0.768,1.94,0.89
quirl,0,0.247,0.55,0.31
quirt,0,0.457,1.21,0.51
quite,1,0.985,2.97,0.98
quits,0,0.968,2.9,0.97
quoin,0,0.158,0.41,0.18
quoit,0,0.272,0.85,0.26
quota,1,0.775,2.01,0.88
quote,1,0.96,2.85,0.97
quoth,1,0.382,0.91,0.46
raash,0,0.133,0.41,0.13
rabat,0,0.333,0.92,0.36
rabbi,1,0.768,1.94,0.89
rabic,0,0.348,0.71,0.46
rabid,1,0.768,1.91,0.9
racer,1,0.898,2.51,0.96
rache,0,0.297,0.73,0.35
racon,0,0.073,0.11,0.11
radar,1,0.847,2.2,0.96
radii,1,0.52,1.26,0.62
radio,1,0.977,2.89,0.99
radix,0,0.212,0.55,0.24
radon,0,0.43,1.17,0.47
raffe,0,0.335,0.84,0.39
rafty,0,0.298,0.71,0.36
rager,0,0.803,2.18,0.88
raggy,0,0.74,1.92,0.84
rainy,1,0.995,3.0,0.99
raise,1,0.988,2.99,0.98
rajah,1,0.457,1.24,0.5
rakan,0,0.107,0.19,0.15
raker,0,0.787,2.11,0.87
rakit,0,0.105,0.21,0.14
rally,1,0.887,2.41,0.97
ralph,1,0.815,2.07,0.94
ramal,0,0.098,0.17,0.14
ramed,0,0.213,0.5,0.26
ramen,1,0.778,2.06,0.87
ramet,0,0.103,0.2,0.14
ramex,0,0.07,0.09,0.11
ramie,0,0.105,0.24,0.13
rammy,0,0.227,0.64,0.24
ramus,0,0.175,0.36,0.23
ranal,0,0.095,0.15,0.14
rance,0,0.323,0.77,0.39
ranch,1,0.897,2.47,0.97
randy,1,0.84,2.19,0.95
range,1,0.953,2.81,0.97
rangy,0,0.45,1.26,0.48
ranid,0,0.108,0.17,0.16
ranny,0,0.31,0.75,0.37
ranty,0,0.582,1.45,0.68
raper,0,0.797,1.99,0.93
raphe,0,0.12,0.18,0.18
rapic,0,0.168,0.32,0.23
rapid,1,0.908,2.54,0.97
rappe,0,0.167,0.34,0.22
rarer,1,0.765,1.89,0.9
rasen,0,0.157,0.43,0.17
raser,0,0.642,1.69,0.72
raspy,1,0.777,1.99,0.89
rasse,0,0.183,0.41,0.23
ratal,0,0.153,0.38,0.18
ratch,0,0.547,1.54,0.58
rated,0,0.947,2.77,0.97
ratel,0,0.187,0.55,0.19
rater,0,0.715,1.92,0.79
rathe,0,0.352,0.79,0.44
ratio,1,0.895,2.49,0.96
ratti,0,0.127,0.28,0.16
ratty,1,0.722,1.84,0.83
ratwa,0,0.088,0.2,0.11
rauli,0,0.08,0.09,0.13
raupo,0,0.142,0.37,0.16
ravel,0,0.583,1.49,0.67
raven,1,0.833,2.09,0.97
raver,0,0.752,1.96,0.85
ravin,0,0.413,1.16,0.44
rayed,0,0.518,1.28,0.61
rayon,1,0.482,1.3,0.53
razee,0,0.233,0.65,0.25
razer,0,0.74,1.89,0.85
razoo,0,0.117,0.28,0.14
razor,1,0.962,2.86,0.97
reaal,0,0.122,0.28,0.15
reach,1,0.987,2.98,0.98
react,1,0.963,2.87,0.97
readd,0,0.14,0.33,0.17
ready,1,0.995,3.0,0.99
realm,1,0.757,1.84,0.9
reamy,0,0.217,0.49,0.27
rearm,1,0.672,1.69,0.78
reask,0,0.22,0.48,0.28
reasy,0,0.168,0.38,0.21
reave,0,0.197,0.49,0.23
rebab,0,0.105,0.21,0.14
rebag,0,0.218,0.59,0.24
reban,0,0.087,0.19,0.11
rebar,1,0.37,0.9,0.44
rebec,0,0.198,0.41,0.26
rebed,0,0.262,0.67,0.3
rebeg,0,0.157,0.28,0.22
rebel,1,0.87,2.31,0.97
rebia,0,0.097,0.19,0.13
rebid,0,0.465,1.32,0.49
rebob,0,0.168,0.44,0.19
rebop,0,0.225,0.57,0.26
rebox,0,0.462,1.39,0.46
rebud,0,0.152,0.31,0.2
rebus,1,0.532,1.3,0.63
rebut,1,0.603,1.55,0.69
rebuy,0,0.507,1.36,0.56
recap,1,0.883,2.48,0.94
recce,0,0.188,0.47,0.22
recco,0,0.123,0.32,0.14
reccy,0,0.197,0.4,0.26
recon,0,0.603,1.64,0.66
recta,0,0.193,0.44,0.24
recti,0,0.145,0.3,0.19
recto,0,0.193,0.5,0.22
recur,1,0.262,0.67,0.3
recut,1,0.51,1.44,0.54
redan,0,0.203,0.47,0.25
reddy,0,0.693,2.24,0.64
redia,0,0.112,0.19,0.16
redid,0,0.78,2.04,0.88
redig,0,0.132,0.34,0.15
redip,0,0.098,0.17,0.14
redly,0,0.185,0.39,0.24
redox,0,0.312,0.79,0.36
